Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
39.0,Bachelor's,18.0,Retail,Sales Associate,Medium,Entry,69,39,89,Low,1,0.0,60,4.0,High
51.0,Bachelor's,5.0,Telecom,Support Specialist,Large,Senior,77,24,66,Medium,2,10.0,61,27.0,Medium
44.0,Bachelor's,9.0,Logistics,Warehouse Manager,Large,Entry,89,15,22,Medium,5,7.0,64,22.0,High
41.0,Bachelor's,7.0,Logistics,Warehouse Manager,Medium,Entry,81,31,35,Medium,2,9.0,75,7.0,High
21.0,High School,0.0,Healthcare,Medical Assistant,Medium,Entry,31,70,84,Low,1,1.0,15,0.0,Medium
56.0,Bachelor's,6.0,Logistics,Dispatcher,Medium,Entry,86,13,26,Medium,3,14.0,61,16.0,High
,Master's,2.0,IT,Data Analyst,Medium,Mid,29,72,83,Low,1,4.0,22,0.0,Low
53.0,Bachelor's,8.0,Logistics,Dispatcher,Large,Entry,18,82,61,Low,2,2.0,10,7.0,Low
37.0,High School,8.0,Finance,Accountant,Medium,Entry,89,14,51,High,6,17.0,49,57.0,High
29.0,Bachelor's,8.0,Telecom,Support Specialist,Small,Entry,62,25,78,Medium,2,5.0,49,19.0,High
27.0,Master's,6.0,IT,Data Analyst,Large,Entry,57,39,22,Medium,3,10.0,27,24.0,Medium
41.0,PhD,8.0,Finance,Financial Analyst,Medium,Entry,74,7,53,Low,0,5.0,52,7.0,High
49.0,Bachelor's,7.0,Retail,Store Manager,Medium,Mid,34,49,87,Low,0,4.0,25,5.0,Medium
43.0,Bachelor's,6.0,Education,Academic Coordinator,Small,Mid,39,75,44,Low,2,4.0,26,1.0,Low
28.0,Bachelor's,5.0,Retail,Sales Associate,Medium,Entry,52,42,29,Low,2,5.0,39,2.0,High
22.0,Bachelor's,1.0,Education,Research Assistant,Small,Entry,81,17,32,Medium,5,13.0,41,20.0,High
57.0,High School,10.0,Finance,Accountant,Medium,Entry,61,52,36,Medium,5,9.0,34,25.0,High
58.0,Bachelor's,13.0,Logistics,Dispatcher,Small,Entry,47,69,35,Low,0,3.0,37,0.0,High
24.0,Master's,3.0,Education,Teacher,Medium,Entry,49,64,94,Low,2,2.0,36,3.0,Low
45.0,Bachelor's,0.0,Education,Research Assistant,Large,Mid,25,79,36,Low,1,2.0,16,3.0,Low
43.0,Master's,6.0,Healthcare,Health Analyst,Large,Senior,29,71,67,Low,1,1.0,22,5.0,Low
45.0,Bachelor's,13.0,Healthcare,Nurse,Medium,Senior,36,82,70,Low,0,3.0,18,6.0,Low
49.0,Bachelor's,16.0,Finance,Accountant,Medium,Mid,53,50,25,Low,2,5.0,45,8.0,Medium
32.0,PhD,9.0,IT,ML Engineer,Medium,Senior,64,32,67,Medium,5,9.0,53,29.0,Low
54.0,Bachelor's,0.0,Logistics,Supply Chain Analyst,Large,Entry,75,25,79,Medium,5,13.0,51,5.0,High
42.0,High School,17.0,Healthcare,Nurse,Medium,Entry,92,17,72,High,10,19.0,66,55.0,High
36.0,Bachelor's,12.0,Retail,Inventory Analyst,Medium,Entry,31,77,70,Low,2,0.0,19,1.0,Medium
46.0,Bachelor's,20.0,Retail,Inventory Analyst,Medium,Entry,83,34,93,Medium,3,10.0,52,18.0,High
46.0,Bachelor's,11.0,Education,Teacher,Medium,Entry,81,28,78,High,8,20.0,45,73.0,Medium
40.0,Master's,0.0,IT,ML Engineer,Medium,Entry,13,70,89,Low,0,1.0,10,5.0,Low
45.0,Master's,10.0,Education,Teacher,Large,Mid,12,92,93,Low,1,0.0,6,6.0,Low
59.0,Bachelor's,7.0,Telecom,Operations Analyst,Medium,Mid,16,62,75,N/A,2,4.0,11,1.0,Low
38.0,Bachelor's,5.0,Retail,Inventory Analyst,Medium,Entry,73,36,26,Medium,2,14.0,62,24.0,High
40.0,Master's,5.0,IT,Software Engineer,Large,Mid,93,13,43,Medium,4,9.0,83,13.0,High
33.0,Bachelor's,12.0,Education,Teacher,Medium,Mid,92,19,84,High,7,15.0,78,28.0,High
36.0,Bachelor's,0.0,Healthcare,Health Analyst,Medium,Senior,13,100,84,Low,2,2.0,10,4.0,Low
39.0,Bachelor's,7.0,Retail,Inventory Analyst,Large,Mid,64,33,84,Medium,2,14.0,54,12.0,High
58.0,Bachelor's,7.0,Healthcare,Medical Assistant,Medium,Senior,57,47,52,Low,2,2.0,43,6.0,Low
21.0,Master's,0.0,Retail,Inventory Analyst,Medium,Mid,86,23,28,Medium,4,7.0,64,13.0,High
37.0,Bachelor's,9.0,Retail,Inventory Analyst,Medium,Senior,22,87,30,Low,1,5.0,15,4.0,Low
22.0,Bachelor's,1.0,Manufacturing,Operator,Large,Mid,62,35,53,Medium,3,13.0,44,26.0,High
52.0,PhD,5.0,Manufacturing,Operator,Large,Entry,47,57,51,Medium,2,14.0,43,8.0,Medium
26.0,PhD,5.0,Education,Academic Coordinator,Small,Entry,16,77,51,Low,2,4.0,12,7.0,Low
51.0,Bachelor's,2.0,Education,Research Assistant,Medium,Mid,52,44,30,Low,1,0.0,38,1.0,Medium
49.0,Bachelor's,3.0,Healthcare,Nurse,Medium,Entry,41,47,68,Low,0,2.0,38,5.0,Medium
52.0,Master's,6.0,Manufacturing,Production Supervisor,Small,Entry,46,57,72,Low,0,3.0,23,9.0,Medium
52.0,Bachelor's,9.0,Retail,Inventory Analyst,Small,Entry,88,7,65,High,6,21.0,60,42.0,High
27.0,Bachelor's,6.0,Telecom,Support Specialist,Large,Mid,12,91,85,Low,2,3.0,9,5.0,Low
41.0,High School,3.0,Healthcare,Medical Assistant,Large,Mid,36,70,24,Medium,4,11.0,16,27.0,Low
34.0,Master's,8.0,Logistics,Warehouse Manager,Small,Mid,79,27,65,Medium,5,6.0,52,26.0,High
60.0,Bachelor's,10.0,Finance,Auditor,Large,Mid,37,70,43,Low,0,5.0,32,8.0,Medium
43.0,Bachelor's,10.0,Telecom,Support Specialist,Large,Entry,79,10,61,Medium,3,13.0,53,26.0,High
21.0,Master's,0.0,Manufacturing,Operator,Medium,Entry,84,25,62,Medium,2,7.0,56,22.0,High
38.0,High School,8.0,Telecom,Operations Analyst,Large,Mid,19,81,61,Low,1,0.0,14,6.0,Low
45.0,Master's,14.0,Finance,Financial Analyst,Medium,Entry,57,30,27,Medium,3,10.0,39,12.0,High
28.0,Bachelor's,7.0,Logistics,Dispatcher,Medium,Senior,13,81,94,Low,2,4.0,7,0.0,Low
53.0,PhD,15.0,Healthcare,Medical Assistant,Small,Entry,43,52,40,Medium,4,9.0,21,11.0,Low
58.0,Bachelor's,10.0,IT,Data Analyst,Medium,Mid,89,0,25,High,6,27.0,63,74.0,High
51.0,High School,11.0,Telecom,Support Specialist,Medium,Entry,94,11,78,Medium,4,10.0,59,25.0,High
38.0,Bachelor's,10.0,Education,Teacher,Small,Mid,34,45,71,Low,1,4.0,28,9.0,Low
39.0,PhD,7.0,Retail,Inventory Analyst,Large,Mid,25,68,88,Low,2,4.0,24,3.0,Low
30.0,Master's,4.0,IT,Data Analyst,Small,Entry,73,17,73,Medium,5,7.0,60,13.0,High
44.0,Bachelor's,3.0,Healthcare,Health Analyst,Medium,Mid,28,74,22,Low,0,4.0,22,0.0,Low
35.0,Bachelor's,10.0,Healthcare,Health Analyst,Small,Entry,50,59,72,Low,2,2.0,27,3.0,Medium
50.0,Bachelor's,16.0,IT,Data Analyst,Medium,Entry,13,100,26,Low,0,2.0,12,3.0,Low
39.0,Master's,0.0,Finance,Auditor,Medium,Mid,40,49,71,Low,2,0.0,38,2.0,Medium
35.0,Bachelor's,14.0,Retail,Store Manager,Large,Entry,27,66,66,Low,2,3.0,17,0.0,Medium
28.0,High School,7.0,Healthcare,Nurse,Medium,Mid,13,73,89,Low,1,0.0,9,3.0,Low
44.0,Master's,8.0,Retail,Store Manager,Medium,Entry,85,4,90,Medium,3,5.0,77,11.0,High
47.0,NULL,13.0,Retail,Store Manager,Medium,Entry,68,23,81,Medium,2,12.0,42,13.0,High
23.0,Bachelor's,2.0,Retail,Store Manager,Medium,Entry,57,36,72,Low,1,5.0,50,9.0,High
53.0,High School,7.0,Logistics,Supply Chain Analyst,Medium,Senior,70,28,21,Medium,4,10.0,49,27.0,High
26.0,Master's,0.0,Logistics,Supply Chain Analyst,Small,Mid,54,44,92,Low,2,0.0,50,8.0,Medium
44.0,High School,0.0,Finance,Financial Analyst,Medium,Mid,71,31,91,Medium,4,13.0,70,8.0,High
40.0,Bachelor's,13.0,Telecom,Operations Analyst,Small,Mid,91,9,83,Medium,3,14.0,67,19.0,High
53.0,Bachelor's,11.0,Manufacturing,Production Supervisor,Large,Entry,16,79,32,Low,1,0.0,13,3.0,Medium
44.0,Bachelor's,9.0,Finance,Auditor,Medium,Mid,89,16,57,High,8,27.0,45,57.0,High
21.0,Bachelor's,0.0,Logistics,Warehouse Manager,Medium,Senior,85,25,84,Medium,3,12.0,54,26.0,High
57.0,Bachelor's,9.0,Finance,Financial Analyst,Medium,Entry,26,65,30,Low,0,5.0,25,6.0,Medium
37.0,Master's,10.0,Telecom,Support Specialist,Medium,Entry,26,67,89,Low,2,1.0,12,6.0,Low
39.0,Bachelor's,6.0,Telecom,Network Engineer,Large,Mid,82,16,44,Medium,4,13.0,68,13.0,High
45.0,Master's,9.0,Education,Academic Coordinator,Small,Mid,81,0,56,Medium,3,10.0,70,25.0,High
39.0,Master's,9.0,Retail,Sales Associate,Medium,Mid,42,43,49,Low,2,3.0,24,1.0,Medium
47.0,Master's,13.0,Logistics,Dispatcher,Medium,Senior,51,42,38,Low,2,1.0,41,3.0,Low
36.0,Bachelor's,7.0,Healthcare,Health Analyst,Medium,Entry,53,51,55,Low,1,5.0,36,6.0,Medium
25.0,Bachelor's,4.0,Telecom,Operations Analyst,Medium,Mid,51,33,46,Low,2,4.0,48,3.0,Medium
36.0,Bachelor's,1.0,Retail,Store Manager,Medium,Senior,33,74,89,Low,2,4.0,30,5.0,Low
56.0,Bachelor's,8.0,Telecom,Operations Analyst,Medium,Senior,63,39,34,Medium,5,8.0,43,15.0,Medium
43.0,Bachelor's,9.0,Finance,Auditor,Medium,Mid,80,8,35,Medium,4,10.0,43,16.0,High
59.0,Master's,23.0,Healthcare,Medical Assistant,Medium,Entry,23,81,92,Low,1,0.0,13,8.0,Low
58.0,Master's,14.0,Healthcare,Health Analyst,Medium,Mid,40,39,44,Low,2,0.0,34,6.0,Low
53.0,High School,1.0,Telecom,Support Specialist,Medium,Mid,67,35,39,Medium,5,9.0,50,5.0,High
41.0,Master's,13.0,Education,Academic Coordinator,Large,Mid,72,36,30,Medium,2,14.0,51,6.0,Medium
34.0,Master's,13.0,Retail,Store Manager,Medium,Entry,50,43,98,Low,2,3.0,40,8.0,Medium
47.0,High School,6.0,IT,Data Analyst,Medium,Senior,84,11,81,Medium,4,6.0,48,27.0,Medium
48.0,Bachelor's,9.0,Telecom,Operations Analyst,Large,Entry,15,89,27,Low,1,5.0,8,7.0,Low
38.0,Bachelor's,11.0,Logistics,Warehouse Manager,Medium,Entry,65,32,39,Medium,5,9.0,45,29.0,High
40.0,High School,7.0,Education,Academic Coordinator,Medium,Senior,84,20,36,Medium,5,7.0,75,8.0,High
22.0,High School,1.0,Healthcare,Medical Assistant,Medium,Entry,66,27,53,Medium,2,8.0,44,25.0,High
22.0,Master's,1.0,Manufacturing,Operator,Large,Entry,61,52,23,Low,0,5.0,42,2.0,High
51.0,Bachelor's,7.0,Manufacturing,Quality Engineer,Small,Mid,42,41,85,Low,2,2.0,34,5.0,Medium
57.0,Master's,11.0,Finance,Financial Analyst,Medium,Mid,89,12,22,Medium,2,6.0,54,9.0,High
32.0,Master's,0.0,IT,ML Engineer,Medium,Senior,50,44,24,Low,0,4.0,34,7.0,Low
27.0,Bachelor's,6.0,Retail,Store Manager,Small,Entry,89,31,76,Medium,2,5.0,66,20.0,High
40.0,Bachelor's,7.0,Education,Academic Coordinator,Medium,Entry,88,27,54,Medium,5,5.0,86,23.0,High
34.0,Bachelor's,13.0,Telecom,Support Specialist,Medium,Entry,37,61,26,Low,0,5.0,19,4.0,Medium
33.0,Bachelor's,12.0,Education,Teacher,Medium,Mid,17,86,87,Low,1,1.0,14,3.0,Low
27.0,Bachelor's,6.0,Education,Academic Coordinator,Small,Senior,58,38,82,Medium,5,12.0,42,26.0,Low
37.0,Master's,5.0,Finance,Accountant,Medium,Mid,89,30,61,High,8,21.0,81,65.0,High
21.0,Bachelor's,0.0,Education,Teacher,Large,Senior,51,49,69,Low,0,1.0,41,7.0,Low
55.0,High School,15.0,Logistics,Dispatcher,Medium,Entry,92,0,72,High,7,18.0,55,52.0,High
39.0,Bachelor's,9.0,Education,Research Assistant,Medium,Entry,24,78,93,Low,1,5.0,12,5.0,Low
31.0,Bachelor's,10.0,Telecom,Network Engineer,Small,Entry,12,77,35,Low,1,0.0,10,0.0,Low
34.0,Master's,8.0,Healthcare,Nurse,Medium,Entry,75,37,68,High,10,21.0,61,34.0,Medium
37.0,Bachelor's,12.0,Finance,Auditor,Medium,Mid,67,26,73,Medium,3,12.0,48,18.0,High
54.0,High School,9.0,Telecom,Support Specialist,Small,Entry,57,51,32,Low,0,2.0,40,8.0,High
39.0,Bachelor's,4.0,Retail,Store Manager,Medium,Senior,26,53,65,Low,2,1.0,16,1.0,Low
40.0,Master's,5.0,Education,Research Assistant,Large,Mid,86,23,86,High,7,30.0,69,21.0,Medium
41.0,Bachelor's,7.0,Manufacturing,Quality Engineer,Medium,Entry,88,6,94,Medium,3,14.0,63,9.0,High
43.0,Bachelor's,12.0,Retail,Sales Associate,Medium,Entry,70,45,53,Medium,5,12.0,37,12.0,High
26.0,Bachelor's,5.0,Education,Academic Coordinator,Large,Entry,19,77,61,Low,1,4.0,18,9.0,Low
22.0,Bachelor's,1.0,Finance,Financial Analyst,Large,Entry,90,12,21,High,8,16.0,56,37.0,High
57.0,Bachelor's,14.0,Education,Teacher,Medium,Mid,25,93,90,Low,1,1.0,13,5.0,Low
38.0,High School,3.0,Education,Research Assistant,Medium,Entry,39,54,70,Low,0,1.0,25,2.0,Medium
28.0,Bachelor's,7.0,Finance,Accountant,Large,Entry,43,65,34,Low,0,2.0,30,0.0,Medium
39.0,Bachelor's,3.0,Manufacturing,Operator,Medium,Entry,76,16,57,Medium,5,12.0,53,7.0,High
40.0,Bachelor's,8.0,Manufacturing,Operator,Medium,Senior,44,41,49,Low,1,3.0,28,3.0,Medium
36.0,Bachelor's,8.0,Education,Research Assistant,Medium,Mid,78,35,53,Medium,5,12.0,52,12.0,Medium
27.0,Bachelor's,4.0,Healthcare,Medical Assistant,Medium,Mid,33,83,79,Low,1,1.0,28,6.0,Low
44.0,Bachelor's,0.0,Healthcare,Medical Assistant,Small,Senior,11,98,32,Low,0,1.0,5,2.0,Low
44.0,Master's,11.0,IT,Data Analyst,Large,Entry,63,27,20,Medium,4,9.0,59,23.0,High
33.0,High School,5.0,Finance,Accountant,Medium,Senior,65,28,35,Low,0,3.0,50,7.0,Medium
56.0,Bachelor's,4.0,Finance,Auditor,Medium,Entry,14,94,57,Low,0,2.0,13,3.0,Low
33.0,Bachelor's,12.0,Telecom,Support Specialist,Large,Mid,51,36,52,Low,1,5.0,33,5.0,Medium
33.0,Bachelor's,10.0,Logistics,Supply Chain Analyst,Small,Senior,51,63,55,Low,1,1.0,47,1.0,Medium
44.0,Bachelor's,3.0,Manufacturing,Quality Engineer,Medium,Entry,46,54,53,Medium,2,8.0,40,16.0,High
40.0,Bachelor's,2.0,Finance,Financial Analyst,Medium,Entry,49,37,79,Low,0,2.0,26,9.0,High
59.0,Master's,9.0,Finance,Financial Analyst,Medium,Entry,68,33,66,Medium,4,6.0,52,26.0,High
27.0,High School,6.0,Manufacturing,Production Supervisor,Small,Entry,39,60,55,Low,2,3.0,21,6.0,High
49.0,Bachelor's,17.0,Finance,Accountant,Medium,Entry,87,21,73,Medium,5,13.0,50,14.0,High
31.0,Bachelor's,6.0,Healthcare,Nurse,Small,Mid,83,30,81,Medium,5,5.0,77,20.0,High
36.0,Bachelor's,9.0,Telecom,Support Specialist,Medium,Senior,41,65,76,Low,2,5.0,31,7.0,Low
33.0,Master's,2.0,Logistics,Supply Chain Analyst,Medium,Entry,85,17,51,Medium,5,9.0,76,7.0,High
21.0,Master's,0.0,Telecom,Support Specialist,Medium,Entry,85,11,76,High,7,19.0,43,26.0,High
22.0,Master's,1.0,Manufacturing,Quality Engineer,Large,Entry,16,90,68,Low,1,2.0,11,1.0,Low
37.0,Bachelor's,11.0,Education,Academic Coordinator,Large,Mid,23,78,39,Low,0,2.0,19,9.0,Low
36.0,Master's,13.0,Retail,Inventory Analyst,Small,Mid,33,96,27,Low,1,4.0,27,5.0,Low
33.0,Bachelor's,12.0,Telecom,Support Specialist,Medium,Mid,10,96,58,Low,0,3.0,7,4.0,Low
26.0,Bachelor's,5.0,Telecom,Network Engineer,Medium,Mid,25,64,60,Low,2,3.0,14,7.0,Low
34.0,Bachelor's,2.0,Telecom,Support Specialist,Large,Entry,63,40,58,Medium,5,11.0,47,15.0,High
35.0,High School,10.0,Education,Teacher,Medium,Mid,38,61,82,Low,2,3.0,28,6.0,Low
46.0,Bachelor's,18.0,Education,Academic Coordinator,Medium,Mid,57,52,44,Medium,2,9.0,41,15.0,Low
57.0,Bachelor's,7.0,Manufacturing,Production Supervisor,Small,Senior,26,63,79,Low,1,0.0,20,3.0,Low
51.0,Master's,3.0,Finance,Accountant,Large,Entry,69,26,71,High,5,18.0,48,70.0,Medium
45.0,PhD,0.0,Retail,Store Manager,Large,Mid,11,82,76,Low,0,2.0,10,8.0,Low
24.0,PhD,3.0,IT,Software Engineer,Medium,Mid,69,45,69,Medium,5,5.0,47,11.0,Medium
26.0,Master's,5.0,Retail,Inventory Analyst,Medium,Mid,38,67,41,Low,1,5.0,22,1.0,Medium
36.0,PhD,11.0,Education,Academic Coordinator,Large,Entry,45,63,50,Low,0,3.0,34,4.0,Low
32.0,Master's,5.0,Manufacturing,Operator,Small,Senior,75,24,32,Medium,3,8.0,61,13.0,High
40.0,Bachelor's,12.0,Logistics,Dispatcher,Small,Entry,20,93,46,Low,1,2.0,19,8.0,Low
33.0,Bachelor's,12.0,Manufacturing,Operator,Medium,Senior,69,44,85,Medium,4,12.0,37,20.0,Medium
24.0,Bachelor's,3.0,IT,Software Engineer,Medium,Entry,17,85,55,Low,2,5.0,13,8.0,Low
27.0,High School,6.0,Telecom,Operations Analyst,Large,Senior,27,80,85,Low,2,0.0,23,3.0,Low
34.0,High School,6.0,Manufacturing,Production Supervisor,Medium,Entry,46,57,76,Low,1,4.0,36,3.0,High
23.0,Bachelor's,2.0,Logistics,Supply Chain Analyst,Large,Entry,40,68,63,Low,2,2.0,22,0.0,Medium
33.0,Bachelor's,11.0,Education,Research Assistant,Medium,Mid,31,78,79,Low,1,3.0,29,7.0,Low
49.0,Bachelor's,12.0,Healthcare,Health Analyst,Large,Senior,83,36,47,High,6,18.0,52,32.0,Medium
50.0,Master's,21.0,Education,Academic Coordinator,Medium,Mid,91,21,50,Medium,3,14.0,87,16.0,High
40.0,High School,7.0,IT,ML Engineer,Small,Mid,10,80,28,Low,0,1.0,8,6.0,Low
56.0,Master's,3.0,Retail,Inventory Analyst,Medium,Senior,70,25,74,Medium,3,12.0,58,9.0,Medium
29.0,High School,4.0,Telecom,Network Engineer,Large,Senior,13,91,37,Low,2,1.0,9,6.0,Low
29.0,Bachelor's,8.0,IT,Software Engineer,Medium,Mid,18,89,91,Low,1,2.0,12,4.0,Low
22.0,High School,1.0,Logistics,Supply Chain Analyst,Medium,Mid,32,72,45,Low,2,0.0,28,1.0,Medium
37.0,PhD,8.0,IT,Data Analyst,Medium,Senior,33,72,76,Low,0,2.0,31,9.0,Low
42.0,High School,7.0,Finance,Accountant,Medium,Senior,81,13,85,Medium,5,13.0,71,13.0,High
45.0,Bachelor's,5.0,Manufacturing,Production Supervisor,Small,Mid,65,27,43,Medium,5,13.0,43,13.0,High
45.0,Master's,19.0,Education,Teacher,Medium,Entry,80,17,88,Medium,2,14.0,71,18.0,Medium
43.0,Bachelor's,2.0,Telecom,Operations Analyst,Small,Senior,15,80,68,Low,2,2.0,14,6.0,Low
38.0,Bachelor's,13.0,Retail,Inventory Analyst,Medium,Senior,85,20,20,High,5,21.0,50,38.0,High
50.0,Master's,11.0,Logistics,Warehouse Manager,Medium,Entry,67,29,70,Medium,5,14.0,41,23.0,High
26.0,Master's,5.0,Logistics,Dispatcher,Large,Mid,87,14,41,Medium,4,7.0,76,18.0,High
60.0,High School,3.0,Retail,Sales Associate,Medium,Mid,32,60,51,Low,0,3.0,24,5.0,Medium
35.0,Bachelor's,4.0,Telecom,Operations Analyst,Small,Entry,70,13,61,Medium,5,9.0,38,24.0,High
56.0,Bachelor's,4.0,Education,Academic Coordinator,Small,Entry,12,100,24,Low,2,4.0,5,0.0,Low
35.0,PhD,0.0,Manufacturing,Quality Engineer,Medium,Senior,91,28,72,Medium,5,13.0,89,18.0,High
33.0,Master's,8.0,Education,Teacher,Small,Entry,63,28,96,Medium,3,,55,24.0,Medium
51.0,PhD,7.0,Retail,Store Manager,Large,Entry,10,100,85,Low,0,5.0,4,8.0,Low
32.0,Master's,11.0,Manufacturing,Quality Engineer,Small,Senior,15,98,29,Low,1,1.0,8,5.0,Low
41.0,Bachelor's,18.0,Telecom,Operations Analyst,Medium,Entry,16,88,74,Low,1,4.0,13,9.0,Low
52.0,Master's,0.0,Manufacturing,Production Supervisor,Large,Entry,31,77,57,Low,1,3.0,21,8.0,Medium
49.0,Bachelor's,8.0,IT,Data Analyst,Medium,Mid,23,78,53,Low,1,4.0,12,3.0,Low
56.0,PhD,15.0,Manufacturing,Quality Engineer,Small,Entry,34,58,92,Low,1,0.0,16,8.0,Low
32.0,Master's,9.0,Logistics,Warehouse Manager,Medium,Mid,52,65,75,Low,1,2.0,36,6.0,Medium
58.0,High School,0.0,IT,Data Analyst,Medium,Senior,54,66,39,Low,1,4.0,31,9.0,Medium
57.0,Bachelor's,10.0,Telecom,Operations Analyst,Medium,Entry,88,3,76,Medium,2,8.0,78,7.0,High
48.0,  High School  ,12.0,Manufacturing,Production Supervisor,Large,Entry,53,39,72,Medium,4,5.0,43,8.0,High
30.0,Bachelor's,9.0,IT,Software Engineer,Medium,Mid,21,84,71,Low,0,5.0,11,3.0,Low
44.0,High School,13.0,Telecom,Network Engineer,Small,Mid,12,77,22,Low,2,0.0,10,1.0,Low
40.0,Bachelor's,9.0,Logistics,Dispatcher,Medium,Mid,28,73,66,Low,0,4.0,14,3.0,Low
32.0,Bachelor's,7.0,Healthcare,Nurse,Small,Mid,85,9,80,Medium,4,11.0,72,29.0,High
43.0,Master's,22.0,Healthcare,Health Analyst,Small,Entry,18,89,68,Low,1,5.0,11,2.0,Low
28.0,High School,6.0,Retail,Store Manager,Small,Mid,43,54,90,Medium,4,13.0,20,21.0,Medium
47.0,High School,7.0,Education,Teacher,Medium,Entry,51,50,81,Low,1,4.0,37,6.0,Medium
53.0,Master's,5.0,Healthcare,Medical Assistant,Medium,Mid,87,16,73,High,6,29.0,73,69.0,Medium
35.0,Master's,10.0,Finance,Auditor,Small,Entry,55,51,32,Medium,2,11.0,48,19.0,High
50.0,Bachelor's,6.0,Telecom,Support Specialist,Small,Entry,61,26,93,Medium,2,13.0,29,20.0,Medium
28.0,Master's,7.0,Healthcare,Health Analyst,Medium,Entry,43,48,34,Low,1,0.0,23,4.0,Medium
41.0,High School,2.0,Logistics,Warehouse Manager,Medium,Mid,77,20,88,High,10,26.0,55,52.0,High
52.0,High School,21.0,Education,Research Assistant,Small,Mid,56,46,20,Low,1,1.0,43,2.0,Medium
57.0,Bachelor's,8.0,Education,Research Assistant,Medium,Entry,82,11,35,Medium,4,10.0,67,14.0,High
46.0,Bachelor's,11.0,Education,Academic Coordinator,Large,Mid,45,54,89,Low,1,0.0,28,6.0,Low
57.0,Bachelor's,8.0,Logistics,Supply Chain Analyst,Medium,Entry,65,48,84,Medium,5,11.0,29,25.0,Medium
26.0,High School,5.0,Retail,Sales Associate,Medium,Senior,37,61,34,Low,2,1.0,28,2.0,Medium
60.0,Master's,5.0,Healthcare,Health Analyst,Large,Mid,48,40,86,Low,1,5.0,26,3.0,Low
23.0,High School,2.0,IT,Software Engineer,Medium,Mid,67,31,80,Medium,3,9.0,48,25.0,High
44.0,Bachelor's,3.0,Retail,Inventory Analyst,Medium,Entry,35,63,37,Low,1,4.0,27,0.0,Medium
32.0,Bachelor's,10.0,IT,ML Engineer,Small,Mid,86,16,91,High,5,20.0,77,71.0,High
22.0,PhD,1.0,Healthcare,Health Analyst,Medium,Mid,42,52,91,Low,0,1.0,40,2.0,Low
55.0,Bachelor's,5.0,Logistics,Dispatcher,Small,Entry,46,52,69,Medium,2,14.0,42,18.0,Medium
58.0,Master's,8.0,Finance,Accountant,Medium,Mid,20,79,94,Low,1,1.0,16,9.0,Low
51.0,Bachelor's,11.0,Healthcare,Medical Assistant,Small,Entry,86,0,93,Medium,3,12.0,63,12.0,High
41.0,Master's,16.0,Telecom,Operations Analyst,Medium,Mid,42,47,78,Medium,5,8.0,37,12.0,Low
60.0,Master's,5.0,Manufacturing,Quality Engineer,Medium,Mid,72,32,85,Medium,2,6.0,33,9.0,Medium
42.0,Bachelor's,11.0,Finance,Auditor,Small,Entry,75,3,27,Medium,5,12.0,52,28.0,High
42.0,High School,5.0,Education,Teacher,Medium,Entry,61,32,79,Medium,4,10.0,54,18.0,High
25.0,Bachelor's,4.0,Logistics,Warehouse Manager,Small,Mid,33,73,36,Low,0,2.0,25,4.0,Medium
38.0,High School,0.0,Healthcare,Medical Assistant,Small,Entry,12,94,68,Low,0,5.0,6,8.0,Low
30.0,High School,9.0,Finance,Auditor,Small,Mid,75,32,51,Medium,4,8.0,45,20.0,High
38.0,Master's,12.0,Manufacturing,Operator,Medium,Mid,41,57,61,Low,2,2.0,21,4.0,Medium
29.0,High School,8.0,Finance,Accountant,Medium,Entry,69,34,44,Medium,3,11.0,54,10.0,High
37.0,High School,0.0,Finance,Auditor,Small,Entry,17,73,63,Low,2,0.0,12,0.0,Medium
29.0,Bachelor's,0.0,Manufacturing,Operator,Medium,Senior,23,71,22,Low,1,5.0,19,8.0,Low
38.0,Bachelor's,4.0,Finance,Accountant,Large,Mid,82,19,64,Medium,2,14.0,43,27.0,High
60.0,Bachelor's,10.0,IT,ML Engineer,Medium,Senior,31,77,74,Low,2,1.0,24,6.0,Low
51.0,PhD,11.0,Retail,Store Manager,Small,Mid,42,55,92,Low,0,0.0,25,8.0,Low
42.0,Bachelor's,7.0,IT,ML Engineer,Medium,Mid,91,11,55,High,5,23.0,42,34.0,High
22.0,High School,1.0,Finance,Accountant,Small,Mid,72,42,28,Medium,2,9.0,36,15.0,High
32.0,High School,11.0,Telecom,Operations Analyst,Large,Mid,23,77,75,Low,1,0.0,16,3.0,Low
26.0,Master's,5.0,Logistics,Dispatcher,Medium,Entry,81,23,54,Medium,4,5.0,67,22.0,High
30.0,Bachelor's,7.0,Retail,Inventory Analyst,Medium,Mid,64,41,31,Medium,2,12.0,41,14.0,High
36.0,Bachelor's,14.0,Telecom,Operations Analyst,Large,Entry,42,59,77,Low,1,2.0,33,1.0,Medium
50.0,Master's,7.0,Education,Research Assistant,Large,Entry,88,0,68,Medium,5,5.0,45,18.0,High
48.0,High School,13.0,Retail,Store Manager,Small,Mid,90,11,80,Medium,3,6.0,77,26.0,High
36.0,Bachelor's,9.0,IT,ML Engineer,Large,Mid,89,0,62,High,6,21.0,59,37.0,High
